"AQS_SITE_ID","POC","SAMPLE_DATE","DAILY_MAX_CONCENTRATION","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","DAILY_CRITERIA_IND","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CMSA_CODE","CMSA","MSA_CODE","MSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","CITY_CODE","CITY","UAR_CODE","UAR","LATITUDE","LONGITUDE","LOCATION","LANDUSE","ELEVATION"
"29-047-0003","1","04/04/2010","0.05900","ppm","50.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/05/2010","0.04200","ppm","36.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/07/2010","0.03900","ppm","33.00","22","92.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/08/2010","0.05500","ppm","47.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/09/2010","0.06800","ppm","77.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/10/2010","0.07100","ppm","87.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/11/2010","0.07000","ppm","84.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/12/2010","0.07000","ppm","84.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/13/2010","0.07300","ppm","93.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/14/2010","0.06500","ppm","67.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/15/2010","0.06100","ppm","54.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/16/2010","0.03800","ppm","32.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/17/2010","0.05400","ppm","46.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/18/2010","0.05800","ppm","49.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/19/2010","0.06200","ppm","58.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/20/2010","0.07100","ppm","87.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/21/2010","0.06200","ppm","58.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/22/2010","0.04200","ppm","36.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/23/2010","0.04600","ppm","39.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/24/2010","0.04500","ppm","38.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/25/2010","0.04100","ppm","35.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/26/2010","0.04000","ppm","34.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/27/2010","0.04500","ppm","38.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/28/2010","0.05500","ppm","47.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/29/2010","0.06700","ppm","74.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","04/30/2010","0.04700","ppm","40.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/01/2010","0.05600","ppm","47.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/02/2010","0.06000","ppm","51.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/03/2010","0.05100","ppm","43.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/04/2010","0.06900","ppm","80.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/05/2010","0.06300","ppm","61.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/06/2010","0.05100","ppm","43.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/07/2010","0.03600","ppm","31.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/08/2010","0.04500","ppm","38.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/09/2010","0.04300","ppm","36.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/10/2010","0.03800","ppm","32.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/11/2010","0.03700","ppm","31.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/12/2010","0.03400","ppm","29.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/13/2010","0.03100","ppm","26.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/14/2010","0.04900","ppm","42.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/15/2010","0.04400","ppm","37.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/16/2010","0.03700","ppm","31.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/17/2010","0.04700","ppm","40.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/18/2010","0.06000","ppm","51.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/19/2010","0.04900","ppm","42.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/20/2010","0.04400","ppm","37.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/21/2010","0.04700","ppm","40.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/22/2010","0.04900","ppm","42.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/23/2010","0.03600","ppm","31.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/24/2010","0.04400","ppm","37.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/25/2010","0.05800","ppm","49.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/26/2010","0.05300","ppm","45.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/27/2010","0.05500","ppm","47.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/28/2010","0.06600","ppm","71.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/29/2010","0.07200","ppm","90.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/30/2010","0.07200","ppm","90.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","05/31/2010","0.05800","ppm","49.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/01/2010","0.06700","ppm","74.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/02/2010","0.05400","ppm","46.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/03/2010","0.05400","ppm","46.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/04/2010","0.07400","ppm","97.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/05/2010","0.05800","ppm","49.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/06/2010","0.05200","ppm","44.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/07/2010","0.04900","ppm","42.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/08/2010","0.03500","ppm","30.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/09/2010","0.05100","ppm","43.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/10/2010","0.04300","ppm","36.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/11/2010","0.04500","ppm","38.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/12/2010","0.03300","ppm","28.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/13/2010","0.04200","ppm","36.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/14/2010","0.04300","ppm","36.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/15/2010","0.04100","ppm","35.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/16/2010","0.04900","ppm","42.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/17/2010","0.04600","ppm","39.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/18/2010","0.04400","ppm","37.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/19/2010","0.04200","ppm","36.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/20/2010","0.04600","ppm","39.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/21/2010","0.04600","ppm","39.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/22/2010","0.06200","ppm","58.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/23/2010","0.05900","ppm","50.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/24/2010","0.05400","ppm","46.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/25/2010","0.06800","ppm","77.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/26/2010","0.05600","ppm","47.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
"29-047-0003","1","06/27/2010","0.04900","ppm","42.00","24","100.0000","There are minimum daily summary criteria defined and they are met.","44201","Ozone","0000","Not in a CMSA","3760","Kansas City,MO-KS","29","Missouri","047","Clay","00000","Not in a city","0000","NOT IN AN URBAN AREA","39.407452","-94.265373","RURAL","RESIDENTIAL","308.00"
